Account,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@CBS,-0.296,Mon Jun 11 19:01:38 +0000 2018,0.167,0.833,0.0,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",29
@CBS,0.0,Mon Jun 11 14:00:37 +0000 2018,0.0,1.0,0.0,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,30
@CBS,0.0,Mon Jun 11 06:19:36 +0000 2018,0.0,1.0,0.0,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,31
@CBS,0.4767,Mon Jun 11 06:04:41 +0000 2018,0.0,0.78,0.22,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,32
@CBS,0.8478,Mon Jun 11 03:10:33 +0000 2018,0.0,0.594,0.406,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,33
@CBS,0.92,Mon Jun 11 03:02:06 +0000 2018,0.0,0.537,0.463,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,34
@CBS,0.0,Mon Jun 11 02:58:30 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",35
@CBS,0.4404,Mon Jun 11 02:56:40 +0000 2018,0.0,0.847,0.153,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,36
@CBS,0.836,Mon Jun 11 02:56:10 +0000 2018,0.0,0.533,0.467,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,37
@CBS,0.0,Mon Jun 11 02:53:00 +0000 2018,0.0,1.0,0.0,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,38
@CBS,0.6369,Mon Jun 11 02:47:29 +0000 2018,0.0,0.682,0.318,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,39
@CBS,0.7978,Mon Jun 11 02:44:50 +0000 2018,0.0,0.457,0.543,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,40
@CBS,0.9523,Mon Jun 11 02:44:37 +0000 2018,0.0,0.45,0.55,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,41
@CBS,0.5994,Mon Jun 11 02:33:09 +0000 2018,0.0,0.698,0.302,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,42
@CBS,0.4215,Mon Jun 11 02:29:18 +0000 2018,0.0,0.877,0.123,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",43
@CBS,0.8932,Mon Jun 11 02:23:56 +0000 2018,0.0,0.483,0.517,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,44
@CBS,0.0,Mon Jun 11 02:21:03 +0000 2018,0.0,1.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",45
@CBS,0.0,Mon Jun 11 02:16:06 +0000 2018,0.0,1.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,46
@CBS,0.8908,Mon Jun 11 02:11:03 +0000 2018,0.0,0.509,0.491,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,47
@CBS,0.0,Mon Jun 11 02:05:47 +0000 2018,0.0,1.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,48
@CBS,0.4926,Mon Jun 11 02:03:31 +0000 2018,0.0,0.738,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,49
@CBS,0.5093,Mon Jun 11 01:58:48 +0000 2018,0.0,0.477,0.523,@writerlindsayb You're welcome! #TonyAwards,50
@CBS,0.7579,Mon Jun 11 01:53:17 +0000 2018,0.0,0.435,0.565,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,51
@CBS,0.6467,Mon Jun 11 01:51:16 +0000 2018,0.0,0.752,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",52
@CBS,0.0,Mon Jun 11 01:38:23 +0000 2018,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,53
@CBS,0.636,Mon Jun 11 01:37:36 +0000 2018,0.0,0.724,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,54
@CBS,0.8834,Mon Jun 11 01:30:56 +0000 2018,0.0,0.437,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,55
@CBS,0.0,Mon Jun 11 01:29:21 +0000 2018,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,56
@CBS,0.7351,Mon Jun 11 01:26:03 +0000 2018,0.079,0.625,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,57
@CBS,0.0,Mon Jun 11 01:25:59 +0000 2018,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,58
@CBS,0.0,Mon Jun 11 01:24:46 +0000 2018,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,59
@CBS,0.4019,Mon Jun 11 01:24:12 +0000 2018,0.0,0.838,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,60
@CBS,0.9151,Mon Jun 11 01:19:59 +0000 2018,0.0,0.543,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,61
@CBS,0.6369,Mon Jun 11 01:12:31 +0000 2018,0.0,0.625,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,62
@CBS,0.1511,Mon Jun 11 01:08:28 +0000 2018,0.0,0.898,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,63
@CBS,0.1531,Mon Jun 11 01:08:24 +0000 2018,0.0,0.852,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,64
@CBS,0.8834,Mon Jun 11 01:02:47 +0000 2018,0.0,0.437,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,65
@CBS,0.0,Mon Jun 11 00:58:06 +0000 2018,0.0,1.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,66
@CBS,0.2714,Mon Jun 11 00:52:34 +0000 2018,0.0,0.793,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,67
@CBS,0.0,Mon Jun 11 00:51:11 +0000 2018,0.0,1.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,68
@CBS,0.8478,Mon Jun 11 00:50:18 +0000 2018,0.0,0.494,0.506,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,69
@CBS,0.8858,Mon Jun 11 00:45:14 +0000 2018,0.0,0.435,0.565,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,70
@CBS,0.0,Mon Jun 11 00:44:36 +0000 2018,0.0,1.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,71
@CBS,0.25,Mon Jun 11 00:35:41 +0000 2018,0.0,0.92,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",72
@CBS,0.4588,Mon Jun 11 00:34:45 +0000 2018,0.0,0.833,0.167,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,73
@CBS,0.0,Mon Jun 11 00:31:28 +0000 2018,0.0,1.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",74
@CBS,0.3612,Mon Jun 11 00:27:42 +0000 2018,0.0,0.737,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,75
@CBS,0.8908,Mon Jun 11 00:27:00 +0000 2018,0.0,0.43,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,76
@CBS,0.0,Mon Jun 11 00:24:31 +0000 2018,0.0,1.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,77
@CBS,0.0,Mon Jun 11 00:22:15 +0000 2018,0.0,1.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,78
@CBS,0.6369,Mon Jun 11 00:22:15 +0000 2018,0.0,0.588,0.412,RT @misschae: I love theatre so much. #TonyAwards,79
@CBS,0.0,Mon Jun 11 00:18:16 +0000 2018,0.0,1.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,80
@CBS,0.6369,Mon Jun 11 00:13:27 +0000 2018,0.0,0.756,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",81
@CBS,0.8834,Mon Jun 11 00:12:31 +0000 2018,0.0,0.437,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,82
@CBS,0.6696,Mon Jun 11 00:06:39 +0000 2018,0.0,0.64,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",83
@CBS,0.0,Mon Jun 11 00:04:15 +0000 2018,0.0,1.0,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,84
@CBS,0.0,Sun Jun 10 23:59:00 +0000 2018,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,85
@CBS,0.0,Sun Jun 10 23:18:15 +0000 2018,0.0,1.0,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,86
@CBS,0.0,Sun Jun 10 22:01:25 +0000 2018,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",87
@CBS,0.4184,Sun Jun 10 15:00:01 +0000 2018,0.0,0.843,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,88
@CBS,0.5093,Sat Jun 09 21:00:02 +0000 2018,0.0,0.845,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,89
@CBS,0.0,Sat Jun 09 16:00:00 +0000 2018,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,90
@CBS,0.296,Fri Jun 08 19:46:17 +0000 2018,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,91
@CBS,0.0,Fri Jun 08 15:00:03 +0000 2018,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,92
@CBS,0.9078,Fri Jun 08 13:58:15 +0000 2018,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",93
@CBS,0.3612,Thu Jun 07 17:03:26 +0000 2018,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",94
@CBS,0.2732,Wed Jun 06 21:00:24 +0000 2018,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,95
@CBS,0.3595,Wed Jun 06 00:08:30 +0000 2018,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",96
@CBS,-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",97
@CBS,0.4574,Tue Jun 05 22:12:28 +0000 2018,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,98
@CBS,0.5093,Tue Jun 05 19:00:02 +0000 2018,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,99
@CBS,0.0,Tue Jun 05 15:04:41 +0000 2018,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",100
@CNN,0.0,Thu Jul 12 01:15:00 +0000 2018,0.0,1.0,0.0,A Russian internet company with links to the Kremlin was among the firms to which Facebook gave an extension which… https://t.co/SvlEST2dq7,1
@CNN,-0.7579,Thu Jul 12 01:03:10 +0000 2018,0.311,0.637,0.052,Former Gen. Michael Flynn has joined a consulting firm as he awaits sentencing after pleading guilty to lying to th… https://t.co/BJVmtfpWtO,2
@CNN,-0.4215,Thu Jul 12 01:01:54 +0000 2018,0.127,0.82,0.053,"RT @AC360: Anderson Cooper: ""You can take issue with any number of aspects of NATO... however, the President's main grievance, [that allies…",3
@CNN,0.2732,Thu Jul 12 00:59:13 +0000 2018,0.0,0.9,0.1,"The Duke and Duchess of Sussex were greeted by fans in Dublin, Ireland, during their first official international v… https://t.co/oZqzy3DM1p",4
@CNN,-0.34,Thu Jul 12 00:49:05 +0000 2018,0.112,0.888,0.0,Fans from England and Croatia react to tense moments in the nail-biting World Cup semi final. Croatia beat England… https://t.co/5SaYfNRLgT,5
@CNN,0.0,Thu Jul 12 00:47:08 +0000 2018,0.0,1.0,0.0,Facebook will chip in for users' birthday fundraisers https://t.co/L96fciQSQn https://t.co/gCAyBSLNDM,6
@CNN,0.0,Thu Jul 12 00:41:00 +0000 2018,0.0,1.0,0.0,"Listen to Maggie Gyllenhaal and over 30 other Hollywood stars read an affidavit from a mother, known as Mirian, who… https://t.co/0OEYNmG55P",7
@CNN,0.0516,Thu Jul 12 00:38:00 +0000 2018,0.178,0.632,0.19,New video shows just how dangerous the Thai cave rescue was https://t.co/qsYHAmIW3X https://t.co/Ky4xN7mRUB,8
@CNN,0.0,Thu Jul 12 00:36:06 +0000 2018,0.0,1.0,0.0,Trump's secret NATO strategy | By Frida Ghitis via @CNNOpinion https://t.co/gRhNotQ4pL https://t.co/cHO88ffQ0k,9
@CNN,0.0,Thu Jul 12 00:31:09 +0000 2018,0.0,1.0,0.0,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/Fw5RIKpeqN",10
@CNN,0.4404,Thu Jul 12 00:28:08 +0000 2018,0.0,0.888,0.112,"RT @AC360: Retired US Army Lt. Colonel Ralph Peters on the President's latest gambits at the NATO meeting: ""Trump is indisputably good at p…",11
@CNN,0.0,Thu Jul 12 00:21:26 +0000 2018,0.0,1.0,0.0,Police in an Atlanta suburb are investigating a home invasion at a house belonging to NFL superstar and Buffalo Bil… https://t.co/ryLX3hB6vD,12
@CNN,-0.3612,Thu Jul 12 00:15:46 +0000 2018,0.126,0.805,0.069,"RT @OutFrontCNN: Ahead of President Trump's visit to London, there's a campaign to push Green Day's ""American Idiot"" to the top of the Offi…",13
@CNN,0.0,Thu Jul 12 00:13:50 +0000 2018,0.0,1.0,0.0,"President Trump's barrage of acidic rhetoric at the NATO summit was ""beyond belief,"" reeling diplomats say… https://t.co/uPpyuC6vzf",14
@CNN,0.0,Thu Jul 12 00:11:09 +0000 2018,0.0,1.0,0.0,"President Trump has pushed the idea that NATO allies owe the US money, but that's not how alliance funding works… https://t.co/G7giz3QOrB",15
@CNN,0.0,Thu Jul 12 00:09:02 +0000 2018,0.0,1.0,0.0,A government watchdog agency says NASA needs to have a contingency plan in place for a situation in which SpaceX an… https://t.co/VKcZ6PkU4e,16
@CNN,0.0,Thu Jul 12 00:06:34 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: ""This does run up my temperature a bit ... he will have visibility into the Mueller investigation."" - @SenWhitehouse expla…",17
@CNN,-0.128,Thu Jul 12 00:01:05 +0000 2018,0.118,0.786,0.096,Her father left to provide for them. Her mother was detained trying to join him. Now they're a family again… https://t.co/6mHi92IUks,18
@CNN,-0.5267,Wed Jul 11 23:51:07 +0000 2018,0.175,0.825,0.0,Democrats are frustrated that GOP Rep. Devin Nunes left mid-hearing after questions about the Russia probe… https://t.co/L0z4z219ib,19
@CNN,0.6124,Wed Jul 11 23:46:08 +0000 2018,0.12,0.6,0.28,"The Thai cave rescue ended in success. But only two weeks ago, it all seemed hopeless https://t.co/3JicqJcRum https://t.co/zgXXHgYFEl",20
@CNN,0.5574,Wed Jul 11 23:41:02 +0000 2018,0.0,0.841,0.159,"President Trump's nomination of Brett Kavanaugh to the US Supreme Court ""has put red state Democratic US senators i… https://t.co/XUudjzzpJm",21
@CNN,0.0,Wed Jul 11 23:31:07 +0000 2018,0.0,1.0,0.0,"""The move to eliminate plastic straws is just the latest example of the able-bodied world overlooking the disabilit… https://t.co/uazN65KSfY",22
@CNN,0.7184,Wed Jul 11 23:21:05 +0000 2018,0.0,0.652,0.348,"Oprah expands her empire with an investment in True Food Kitchen, a healthy restaurant chain backed by celebrity do… https://t.co/5lR9Rl64Wa",23
@CNN,0.0,Wed Jul 11 23:11:02 +0000 2018,0.0,1.0,0.0,Disney just placed a big bet on eSports. ESPN signed a deal with Bobby Kotick's Activision Blizzard for TV rights t… https://t.co/LT5KBr5f6A,24
@CNN,-0.5267,Wed Jul 11 23:06:06 +0000 2018,0.159,0.841,0.0,"For weeks, parents had maintained a constant vigil outside the cave where soccer players were trapped in northern T… https://t.co/gk4VGfVX8n",25
@CNN,-0.34,Wed Jul 11 23:01:07 +0000 2018,0.274,0.513,0.214,Trump's way: Treating allies like enemies and enemies like allies | By Peter Bergen via @CNNOpinion… https://t.co/QUA1HG0OUV,26
@CNN,0.1695,Wed Jul 11 22:51:24 +0000 2018,0.0,0.932,0.068,"RT @CNNSitRoom: “What we have seen since the last election, is that the Russian efforts on social media never stopped, they merely have cha…",27
@CNN,0.4019,Wed Jul 11 22:51:05 +0000 2018,0.0,0.876,0.124,Deputy AG Rod Rosenstein sent an email Tuesday to the US attorneys' offices around the country requesting help with… https://t.co/SQHxYyXgc4,28
@CNN,0.3612,Wed Jul 11 22:51:02 +0000 2018,0.058,0.823,0.119,"RT @CNNSitRoom: Rep. Schiff says Trump questioning 'what good is NATO' is “breathtaking,” adding, “NATO was there for us, doing flyovers af…",29
@CNN,0.0,Wed Jul 11 22:49:08 +0000 2018,0.0,1.0,0.0,Rt. Gen. Wesley Clark said he doesn't think President Trump fully understands how NATO functions… https://t.co/zwZneGqlWZ,30
@CNN,0.6249,Wed Jul 11 22:41:22 +0000 2018,0.0,0.812,0.188,"RT @CNNSitRoom: ""The United States has been slow in dealing with the social media companies to make sure that this type of intrusion doesn'…",31
@CNN,0.5719,Wed Jul 11 22:41:02 +0000 2018,0.0,0.856,0.144,Fans let off flares in the streets and smoke filled the night sky as Croatia celebrated the goal which took the nat… https://t.co/Ig6b2IVvvn,32
@CNN,0.0,Wed Jul 11 22:31:39 +0000 2018,0.0,1.0,0.0,"RT @CNNSitRoom: ""Frankly, in alliances and partnerships, there will be disputes."" - Emily Haber, German Ambassador to U.S., on President Tr…",33
@CNN,-0.8442,Wed Jul 11 22:31:10 +0000 2018,0.288,0.712,0.0,"The Black Eyed Peas are commenting on police brutality and racism in the music video for their song ""Get It,"" which… https://t.co/rLU2RnuHM0",34
@CNN,-0.6249,Wed Jul 11 22:26:05 +0000 2018,0.163,0.837,0.0,"It was the moment the housing crisis hit home. IndyMac, a California bank that had grown into one of the nation's l… https://t.co/p1oLUzC65N",35
@CNN,-0.296,Wed Jul 11 22:21:06 +0000 2018,0.115,0.885,0.0,"Pfizer caved to pressure from President Trump to temporarily roll back its drug price increases, a concession that… https://t.co/rYsAd5DjvZ",36
@CNN,0.0,Wed Jul 11 22:16:03 +0000 2018,0.0,1.0,0.0,"Comcast increases its offer for British broadcaster Sky to £26 billion, or about $34 billion https://t.co/h4qJOVq9mZ https://t.co/3sdp8BAnJI",37
@CNN,-0.25,Wed Jul 11 22:11:03 +0000 2018,0.1,0.9,0.0,Uber's head of human resources has resigned following an internal investigation into how she handled claims of raci… https://t.co/mdo4FzhP1j,38
@CNN,0.6369,Wed Jul 11 22:05:14 +0000 2018,0.0,0.766,0.234,"RT @CNNSitRoom: Paul Manafort thinks he's being treated like a 'VIP' in jail, special counsel Robert Mueller’s team says https://t.co/8Mi23…",39
@CNN,0.2732,Wed Jul 11 22:02:37 +0000 2018,0.0,0.9,0.1,"""You might as well have your eyes closed for the whole trip"": Australian divers describe rescuing the boys trapped… https://t.co/33LtqpGNQ3",40
@CNN,0.0,Wed Jul 11 21:57:48 +0000 2018,0.0,1.0,0.0,"RT @CNNSitRoom: ""What do you think is going to happen?"" @KFILE breaks down the discovered audio of Darla, Bill Shine's wife. https://t.co/r…",41
@CNN,-0.296,Wed Jul 11 21:57:04 +0000 2018,0.095,0.905,0.0,The Dow closed 219 points lower after the White House moved ahead with plans to launch tariffs on another $200 bill… https://t.co/Xwon5FozNv,42
@CNN,0.0,Wed Jul 11 21:55:10 +0000 2018,0.0,1.0,0.0,Prosecutors says Paul Manafort is being held in a private living unit larger than where other inmates stay that has… https://t.co/1v9POdf6up,43
@CNN,0.296,Wed Jul 11 21:51:03 +0000 2018,0.0,0.885,0.115,A former Tesla employee has filed a formal tip with the Securities and Exchange Commission that alleges Elon Musk's… https://t.co/zSaw4Tm0l0,44
@CNN,0.2023,Wed Jul 11 21:46:51 +0000 2018,0.0,0.924,0.076,The wife of top Trump aide Bill Shine had a radio show where she said women in the military should expect sexual ha… https://t.co/35H4ZORfrW,45
@CNN,0.0,Wed Jul 11 21:41:03 +0000 2018,0.0,1.0,0.0,New York Mayor Bill de Blasio says allegations made by US Customs and Border Protection that he had crossed the US-… https://t.co/wx7nECfGKJ,46
@CNN,0.6808,Wed Jul 11 21:36:46 +0000 2018,0.0,0.763,0.237,"Sen. Jeanne Shaheen said she wants ""a chance to listen"" to Supreme Court nominee Brett Kavanaugh before deciding wh… https://t.co/ZZBAsCrn9s",47
@CNN,0.0,Wed Jul 11 21:31:06 +0000 2018,0.0,1.0,0.0,A New Jersey man who went into a river fishing for crabs returned with something else entirely: a deadly bacterial… https://t.co/nDwAt9vmq0,48
@CNN,0.2023,Wed Jul 11 21:31:00 +0000 2018,0.0,0.904,0.096,"Drake's ""Scorpion"" album set a record by posting seven simultaneous singles on Billboard's Top 10. That toppled The… https://t.co/3OjpStr0n0",49
@CNN,-0.7269,Wed Jul 11 21:26:08 +0000 2018,0.278,0.653,0.069,Some people with disabilities fear that a growing effort to ban plastic straws will limit their accessibility at re… https://t.co/x7SzLcZXEs,50
@CNN,-0.3612,Wed Jul 11 21:22:08 +0000 2018,0.2,0.8,0.0,Twitter is purging suspicious accounts from your follower count https://t.co/sBGa1gwhFE https://t.co/cFPL0wmThw,51
@CNN,0.4215,Wed Jul 11 21:19:57 +0000 2018,0.098,0.684,0.218,Jubilant fans erupt in celebration in Zagreb as Croatia defeats England 2-1 to reach its first-ever #WorldCup final… https://t.co/XNE58QMs7V,52
@CNN,0.5574,Wed Jul 11 21:18:02 +0000 2018,0.0,0.841,0.159,"RT @TheLeadCNN: Fmr. NATO Supreme Allied Commander, Gen. Wesley Clark dismisses President Trump's claim that German is a 'captive of Russia…",53
@CNN,0.2003,Wed Jul 11 21:16:09 +0000 2018,0.0,0.899,0.101,How much does the US spend on defense? A lot! | Analysis by CNN's Z. Byron Wolf https://t.co/bsyS3YMiX9 https://t.co/B2GYuXt4Ai,54
@CNN,-0.5719,Wed Jul 11 21:11:11 +0000 2018,0.266,0.734,0.0,Stop fighting about breastfeeding and face this reality | By Gayle Tzemach Lemmon via @CNNOpinion… https://t.co/p1pnOuHqky,55
@CNN,0.0,Wed Jul 11 21:09:14 +0000 2018,0.0,1.0,0.0,RT @TheLeadCNN: A Russian internet company with links to the Kremlin was among the firms to which Facebook gave an extension which allowed…,56
@CNN,0.0,Wed Jul 11 21:06:07 +0000 2018,0.0,1.0,0.0,Disney is already the king of the box office. And if the company's $71.3 billion deal for most of 21st Century Fox… https://t.co/VoP2oh4fNM,57
@CNN,0.0,Wed Jul 11 21:01:05 +0000 2018,0.0,1.0,0.0,"Sears is laying off 200 more people, including 150 in its Illinois headquarters https://t.co/fiYUDCOZqZ https://t.co/SuDCUlPJwp",58
@CNN,0.3612,Wed Jul 11 20:58:18 +0000 2018,0.0,0.894,0.106,"RT @TheLeadCNN: ""Dad, where were you?"" Josue Rodriguez describes what it was like reuniting with his 3-year-old son after being separated f…",59
@CNN,-0.659,Wed Jul 11 20:56:07 +0000 2018,0.221,0.779,0.0,"Sen. Bob Menendez said he believes it would be ""enormously dangerous"" if President Trump were to meet alone with Ru… https://t.co/LPbXZXmLVT",60
@CNN,0.0,Wed Jul 11 20:51:21 +0000 2018,0.0,1.0,0.0,Allies wonder if the West can withstand the Trump presidency | Analysis by @stcollinson https://t.co/Op5XKyqpm5 https://t.co/cWi16VoXrH,61
@CNN,0.7964,Wed Jul 11 20:48:28 +0000 2018,0.0,0.738,0.262,"Fans cheer as Croatia's win against England puts it through to its first ever #WorldCup final, where it will face F… https://t.co/M1JCEWrIFg",62
@CNN,-0.296,Wed Jul 11 20:41:03 +0000 2018,0.128,0.872,0.0,"Blood pressure linked to lesions, signs of Alzheimer's in autopsied brains, new study finds https://t.co/PjHIh5ye7C https://t.co/OsHsLU8im9",63
@CNN,0.6124,Wed Jul 11 20:39:46 +0000 2018,0.0,0.762,0.238,Croatia beats England to reach their first ever #WorldCup final. They'll face 1998 champion France on Sunday.… https://t.co/Fc6Knoq6zi,64
@CNN,-0.5859,Wed Jul 11 20:36:03 +0000 2018,0.167,0.833,0.0,Republicans on Capitol Hill say they're considering holding former FBI lawyer Lisa Page in contempt after she did n… https://t.co/zvKNwLPBNQ,65
@CNN,0.4019,Wed Jul 11 20:29:59 +0000 2018,0.0,0.876,0.124,"""All I ask today is for my parents to be freed immediately."" With a call to #FreeTheSilvas, the daughter of a coupl… https://t.co/ohgVCBUuz3",66
